title,text,subject,date,label
Technology update issued after software review,The ministry announced on 04-Apr-20 that technology statistics had been verified by an independent auditor. Independent observers who reviewed the materials in software described the process as routine and orderly. No unusual activity was reported in connection with the matter.,politics,20-Sep-19,REAL
"BOMBSHELL: the media conspiracy finally uncovered, mainstream media silent!!!",WAKE UP people!!! the media is a total LIE and we have PROOF!!! Documents that nobody can verify (for reasons that are OBVIOUS) show that the secret footage was hidden from YOU!!! If you believe the official story you are being DECEIVED!!! Wake up sheeple!!!,health,04-Apr-19,FAKE
Diplomatic update issued after treaty review,"Analysts said on 31-May-21 that diplomatic indicators remained within the expected range, citing official records. The announcement followed a month-long review in which the numbers were cross-checked against records from treaty. No unusual activity was reported in connection with the matter.",health,07-Feb-21,REAL
Officials review health figures in hospital records,"According to a statement issued on 22-Dec-20, the department reviewed health data for the quarter. The agency stated that further updates concerning hospital would be provided during the next scheduled briefing. No unusual activity was reported in connection with the matter.",business,20-May-19,REAL
SHOCKING!!! the media secret plan EXPOSED - what they don't want you to know!!!,Shocking new evidence about the media has just leaked and they are trying to BAN this article!!! A former employee who wants to stay completely anonymous said the truth about the banned report is UNBELIEVABLE!!! Comment your reaction NOW and tag everyone you know!!!,world,30-Jul-19,FAKE
BREAKING: the government scandal destroys everything - share before it's deleted!!!,This one weird trick about the government changed everything and experts are FURIOUS!!! Anonymous sources claim that the leaked memo proves the entire thing was staged from the beginning!!! The fact that this is not on the news proves EVERYTHING!!!,conspiracies,14-Aug-21,FAKE
Officials review technology figures in software records,"Analysts said on 20-Jan-21 that technology indicators remained within the expected range, citing official records. Researchers noted that the results, published in software, are consistent with data collected over the previous year. The department said it would continue to monitor the situation through standard channels.",health,03-Apr-19,REAL
You won't BELIEVE what insiders revealed about 5G networks - banned truth!!!,Insiders whispered the TRUTH about 5G networks and it is worse than you could ever imagine!!! A former employee who wants to stay completely anonymous said the truth about the secret footage is UNBELIEVABLE!!! Comment your reaction NOW and tag everyone you know!!!,conspiracies,27-Nov-20,FAKE
BREAKING: the election scandal destroys everything - share before it's deleted!!!,The mainstream media will NEVER show you this about the election - 100% guaranteed!!! They deleted the evidence about the leaked memo but we saved it - share this before it disappears!!! If you believe the official story you are being DECEIVED!!! Wake up sheeple!!!,health,17-Jul-20,FAKE
Economy update issued after trade review,"Analysts said on 14-Mar-19 that economy indicators remained within the expected range, citing official records. Independent observers who reviewed the materials in trade described the process as routine and orderly. The department said it would continue to monitor the situation through standard channels.",technology,02-Feb-20,REAL
Technology update issued after engineering review,"Analysts said on 20-Oct-19 that technology indicators remained within the expected range, citing official records. The agency stated that further updates concerning engineering would be provided during the next scheduled briefing. No unusual activity was reported in connection with the matter.",politics,26-Jan-20,REAL
Officials review diplomatic figures in summit records,"According to a statement issued on 15-Jun-20, the department reviewed diplomatic data for the quarter. Independent observers who reviewed the materials in summit described the process as routine and orderly. No unusual activity was reported in connection with the matter.",sports,12-Sep-19,REAL
Technology update issued after engineering review,"A report published on 25-May-21 describes how technology developments were documented by the agency. Researchers noted that the results, published in engineering, are consistent with data collected over the previous year. No unusual activity was reported in connection with the matter.",business,11-Jul-20,REAL
